2026-02-12 00:04:30,282 - Orchestrator - INFO - --- Starting Analysis Pipeline (Type: LAB_REPORT) ---
2026-02-12 00:04:41,079 - FileAnalysisAgent - INFO - Starting File Analysis & Classification...
2026-02-12 00:04:41,079 - FileAnalysisAgent - INFO - Sending request to Gemini (Attempt 1)...
2026-02-12 00:04:42,158 - FileAnalysisAgent - WARNING - ⚠️ Quota Exceeded. Waiting 10s before retry...
2026-02-12 00:04:52,163 - FileAnalysisAgent - INFO - Sending request to Gemini (Attempt 2)...
2026-02-12 00:04:52,762 - FileAnalysisAgent - WARNING - ⚠️ Quota Exceeded. Waiting 20s before retry...
2026-02-12 00:05:12,771 - FileAnalysisAgent - INFO - Sending request to Gemini (Attempt 3)...
2026-02-12 00:05:13,304 - FileAnalysisAgent - WARNING - ⚠️ Quota Exceeded. Waiting 40s before retry...
2026-02-12 00:05:55,312 - Orchestrator - INFO - Route: Standard Lab Analysis
2026-02-12 00:05:55,312 - LabInterpretationAgent - INFO - Starting Universal Lab Analysis...
2026-02-12 00:05:55,312 - LabInterpretationAgent - INFO - Sending request to Gemini (Attempt 1)...
2026-02-12 00:05:57,506 - LabInterpretationAgent - WARNING - ⚠️ Quota Exceeded. Waiting 10s before retry...
2026-02-12 00:06:07,508 - LabInterpretationAgent - INFO - Sending request to Gemini (Attempt 2)...
2026-02-12 00:06:15,687 - LabInterpretationAgent - INFO - ✅ Extracted 64 lab parameters.
2026-02-12 00:06:17,689 - ConditionHypothesisAgent - INFO - Starting Diagnostic Hypothesis Generation...
2026-02-12 00:06:17,689 - ConditionHypothesisAgent - INFO - Sending request to Gemini (Attempt 1)...
2026-02-12 00:06:18,235 - ConditionHypothesisAgent - WARNING - ⚠️ Quota Exceeded. Waiting 10s before retry...
2026-02-12 00:06:28,245 - ConditionHypothesisAgent - INFO - Sending request to Gemini (Attempt 2)...
2026-02-12 00:06:28,543 - ConditionHypothesisAgent - WARNING - ⚠️ Quota Exceeded. Waiting 20s before retry...
2026-02-12 00:06:48,543 - ConditionHypothesisAgent - INFO - Sending request to Gemini (Attempt 3)...
2026-02-12 00:06:48,772 - ConditionHypothesisAgent - WARNING - ⚠️ Quota Exceeded. Waiting 40s before retry...
2026-02-12 00:07:30,776 - SynthesizerAgent - INFO - Synthesizing final diagnostic report...
2026-02-12 00:07:30,778 - SynthesizerAgent - INFO - Sending request to Gemini (Attempt 1)...
2026-02-12 00:07:32,040 - SynthesizerAgent - WARNING - ⚠️ Quota Exceeded. Waiting 10s before retry...
2026-02-12 00:07:42,042 - SynthesizerAgent - INFO - Sending request to Gemini (Attempt 2)...
2026-02-12 00:07:43,197 - SynthesizerAgent - WARNING - ⚠️ Quota Exceeded. Waiting 20s before retry...
2026-02-12 00:08:03,199 - SynthesizerAgent - INFO - Sending request to Gemini (Attempt 3)...
2026-02-12 00:08:03,635 - SynthesizerAgent - WARNING - ⚠️ Quota Exceeded. Waiting 40s before retry...
2026-02-12 00:26:35,248 - Orchestrator - INFO - --- Starting Analysis Pipeline (Type: LAB_REPORT) ---
2026-02-12 00:26:38,066 - FileAnalysisAgent - INFO - Starting File Analysis & Classification...
2026-02-12 00:26:53,121 - FileAnalysisAgent - ERROR - ❌ API Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-02-12 00:26:55,132 - Orchestrator - INFO - Route: Standard Lab Analysis
2026-02-12 00:26:55,132 - LabInterpretationAgent - INFO - Starting Universal Lab Analysis...
2026-02-12 00:27:07,950 - LabInterpretationAgent - ERROR - ❌ API Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-02-12 00:27:07,952 - LabInterpretationAgent - WARNING - Agent returned no results.
2026-02-12 00:27:09,953 - ConditionHypothesisAgent - INFO - Starting Diagnostic Hypothesis Generation...
2026-02-12 00:27:09,953 - ConditionHypothesisAgent - INFO - No abnormalities found. Returning healthy status.
2026-02-12 00:27:11,955 - SynthesizerAgent - INFO - Synthesizing final diagnostic report...
2026-02-12 00:27:12,780 - SynthesizerAgent - ERROR - ❌ API Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-02-12 00:31:07,687 - Orchestrator - INFO - --- Starting Analysis Pipeline (Type: LAB_REPORT) ---
2026-02-12 00:31:10,550 - FileAnalysisAgent - INFO - Starting File Analysis & Classification...
2026-02-12 00:31:11,926 - FileAnalysisAgent - WARNING - ⚠️ Quota Exceeded. Waiting 5s before retry...
2026-02-12 00:31:17,916 - FileAnalysisAgent - WARNING - ⚠️ Quota Exceeded. Waiting 10s before retry...
2026-02-12 00:31:29,719 - FileAnalysisAgent - ERROR - ❌ Max Retries Hit. API is too busy.
2026-02-12 00:31:31,721 - Orchestrator - INFO - Route: Standard Lab Analysis
2026-02-12 00:31:31,722 - LabInterpretationAgent - INFO - Starting Universal Lab Analysis...
2026-02-12 00:31:38,189 - LabInterpretationAgent - WARNING - ⚠️ Quota Exceeded. Waiting 5s before retry...
2026-02-12 00:31:50,278 - LabInterpretationAgent - WARNING - ⚠️ Quota Exceeded. Waiting 10s before retry...
2026-02-12 00:32:05,244 - LabInterpretationAgent - ERROR - ❌ Max Retries Hit. API is too busy.
2026-02-12 00:32:05,244 - LabInterpretationAgent - WARNING - Agent returned no results.
2026-02-12 00:32:07,252 - ConditionHypothesisAgent - INFO - Starting Diagnostic Hypothesis Generation...
2026-02-12 00:32:07,252 - ConditionHypothesisAgent - INFO - No abnormalities found. Returning healthy status.
2026-02-12 00:32:09,253 - SynthesizerAgent - INFO - Synthesizing final diagnostic report...
2026-02-12 00:32:14,064 - SynthesizerAgent - WARNING - ⚠️ Quota Exceeded. Waiting 5s before retry...
2026-02-12 00:32:19,862 - SynthesizerAgent - WARNING - ⚠️ Quota Exceeded. Waiting 10s before retry...
2026-02-12 00:32:30,750 - SynthesizerAgent - ERROR - ❌ Max Retries Hit. API is too busy.
2026-02-12 00:35:28,065 - Orchestrator - INFO - --- Starting Analysis Pipeline (Type: LAB_REPORT) ---
2026-02-12 00:35:30,748 - FileAnalysisAgent - INFO - Starting File Analysis & Classification...
2026-02-12 00:35:35,398 - FileAnalysisAgent - WARNING - ⚠️ Quota Exceeded. Waiting 5s before retry...
2026-02-12 00:35:43,130 - FileAnalysisAgent - WARNING - ⚠️ Quota Exceeded. Waiting 10s before retry...
2026-02-12 00:35:59,669 - FileAnalysisAgent - ERROR - ❌ Max Retries Hit. API is too busy.
2026-02-12 00:36:01,679 - Orchestrator - INFO - Route: Standard Lab Analysis
2026-02-12 00:36:01,679 - LabInterpretationAgent - INFO - Starting Universal Lab Analysis...
2026-02-12 00:36:03,903 - LabInterpretationAgent - WARNING - ⚠️ Quota Exceeded. Waiting 5s before retry...
2026-02-12 00:36:21,920 - LabInterpretationAgent - WARNING - ⚠️ Quota Exceeded. Waiting 10s before retry...
